16
0:2,0 0.001 1 -1 2,1 0.003 1 1 3,1 0.002 0 1 0.002 50 1,14 0.001 0 1 0,12 0.003 1 -1 0,15 0.002 -1 1 0.001 50 14,3 0.001 1 0 12,0 0.003 0 -1 12,2 0.002 -1 1 0.003 50 14,12 0.001 1 -1 15,12 0.003 1 -1 15,14 0.002 1 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
1:2,0 0.001 1 -1 2,1 0.001 1 1 3,1 0.001 0 1 0.002 50 1,14 0.001 0 1 0,12 0.001 1 -1 0,15 0.001 -1 1 0.001 50 14,3 0.001 1 0 12,0 0.001 0 -1 12,2 0.001 -1 1 0.003 50 14,12 0.001 1 -1 15,12 0.001 1 -1 15,14 0.001 1 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
2:2,0 0.001 1 0 2,1 0.001 0 1 3,1 0.001 1 1 0.002 50 1,14 0.001 -1 1 0,12 0.001 0 -1 0,15 0.001 -1 0 0.001 50 14,3 0.001 1 1 12,0 0.001 1 -1 12,2 0.001 0 1 0.003 50 14,12 0.001 0 -1 15,12 0.001 0 -1 15,14 0.001 0 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
3:2,0 0.001 1 0 2,1 0.001 0 1 3,1 0.001 1 1 0.002 50 1,14 0.001 -1 1 0,12 0.001 0 -1 0,15 0.001 -1 0 0.001 50 14,3 0.001 1 1 12,0 0.001 1 -1 12,2 0.001 0 1 0.003 50 14,12 0.001 0 -1 15,12 0.001 0 -1 15,14 0.001 0 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
4:2,0 0.001 1 1 2,1 0.001 -1 1 3,1 0.001 1 0 0.002 50 1,14 0.001 -1 0 0,12 0.001 -1 -1 0,15 0.001 -1 -1 0.001 50 14,3 0.001 0 1 12,0 0.001 1 0 12,2 0.001 1 1 0.003 50 14,12 0.001 -1 -1 15,12 0.001 -1 -1 15,14 0.001 -1 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
5:2,0 0.001 1 1 2,1 0.001 -1 1 3,1 0.001 1 0 0.002 50 1,14 0.001 -1 0 0,12 0.001 -1 -1 0,15 0.001 -1 -1 0.001 50 14,3 0.001 0 1 12,0 0.001 1 0 12,2 0.001 1 1 0.003 50 14,12 0.001 -1 -1 15,12 0.001 -1 -1 15,14 0.001 -1 -1 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
6:2,0 0.001 0 1 2,1 0.001 -1 0 3,1 0.001 1 -1 0.002 50 1,14 0.001 -1 -1 0,12 0.001 -1 0 0,15 0.001 0 -1 0.001 50 14,3 0.001 -1 1 12,0 0.001 1 1 12,2 0.001 1 0 0.003 50 14,12 0.001 -1 0 15,12 0.001 -1 0 15,14 0.001 -1 0 0.001 50 ::f,1,1 f,2,14 f,13,14 f,15,0 
7:2,0 0.001 0 1 2,1 0.001 -1 0 3,1 0.001 1 -1 0.0021 65 1,14 0.001 -1 -1 0,12 0.001 -1 0 0,14 0.001 0 -1 0.002 50 14,3 0.001 -1 1 12,0 0.001 1 1 13,2 0.001 1 0 0.004 50 13,12 0.001 -1 0 14,12 0.001 -1 0 14,14 0.001 -1 0 0.004 50 ::f,0,0 f,2,14 f,13,14 f,15,0 
8:2,0 0.001 0 1 2,1 0.001 -1 -1 3,1 0.001 0 -1 0.0021 65 1,14 0.001 0 -1 0,12 0.001 -1 1 0,13 0.001 0 -1 0.003 50 14,3 0.001 -1 0 12,0 0.001 0 1 13,2 0.001 1 0 0.004 50 13,12 0.001 -1 0 14,12 0.001 -1 0 14,14 0.001 -1 0 0.0041 65 ::f,0,0 f,2,14 f,12,15 f,15,0 
9:2,0 0.001 -1 1 2,1 0.001 -1 -1 3,1 0.001 0 -1 0.0021 65 1,13 0.001 0 -1 0,12 0.001 -1 1 0,13 0.001 0 -1 0.004 50 13,3 0.001 -1 0 12,0 0.001 0 1 13,2 0.001 1 -1 0.005 50 13,12 0.001 -1 1 14,12 0.001 -1 1 14,14 0.001 -1 1 0.0041 65 ::f,0,0 f,2,14 f,12,15 f,15,0 
